,Customer_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Product_ID,Quantity
34,NS-18640,CA-2016-169824,2016-12-12,2016-12-17,Standard Class,FUR-FU-10004864,5
35,CA-12775,US-2016-132857,2016-12-11,2016-12-17,Standard Class,OFF-AR-10003251,3
63,DJ-13420,CA-2016-123540,2016-04-02,2016-04-06,Second Class,FUR-CH-10000847,5
64,EH-13990,CA-2016-124100,2016-03-31,2016-04-06,Standard Class,FUR-CH-10003817,6
65,DW-13540,CA-2016-149902,2016-04-01,2016-04-06,Standard Class,OFF-AR-10002956,4
66,MG-17650,CA-2016-139395,2016-12-12,2016-12-18,Standard Class,TEC-PH-10002103,7
67,MG-17650,CA-2016-139395,2016-12-12,2016-12-18,Standard Class,FUR-FU-10003724,4
68,MG-17650,CA-2016-139395,2016-12-12,2016-12-18,Standard Class,OFF-ST-10000885,2
69,MG-17650,CA-2016-139395,2016-12-12,2016-12-18,Standard Class,OFF-AR-10003732,5
70,EC-14050,US-2016-169369,2016-12-12,2016-12-18,Standard Class,OFF-PA-10004438,4
71,EC-14050,US-2016-169369,2016-12-12,2016-12-18,Standard Class,TEC-AC-10001314,5
84,CS-11950,CA-2016-120796,2016-04-03,2016-04-07,Standard Class,OFF-BI-10004330,9
85,MY-18295,US-2016-160206,2016-04-01,2016-04-07,Standard Class,TEC-PH-10000148,1
86,TC-21475,CA-2016-100307,2016-12-15,2016-12-19,Standard Class,OFF-PA-10002552,3
87,JC-15340,CA-2016-102792,2016-12-13,2016-12-19,Standard Class,OFF-AR-10004757,3
88,PK-19075,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,OFF-BI-10000279,2
89,PK-19075,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,OFF-ST-10004507,1
90,PK-19075,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,FUR-FU-10002937,4
91,PK-19075,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,OFF-FA-10000621,6
92,PK-19075,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,OFF-PA-10001471,2
93,PK-19075,CA-2016-129126,2016-12-14,2016-12-19,Standard Class,OFF-LA-10003190,2
94,SF-20065,CA-2016-130442,2016-12-16,2016-12-19,First Class,OFF-AP-10004859,3
95,MP-17965,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,FUR-TA-10000198,3
96,MP-17965,CA-2016-142335,2016-12-15,2016-12-19,Standard Class,OFF-ST-10000036,3
97,MC-17845,CA-2016-146143,2016-12-14,2016-12-19,Standard Class,FUR-FU-10002045,6
98,KD-16495,US-2016-104794,2016-12-16,2016-12-19,First Class,OFF-FA-10001754,2
132,BB-10990,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,OFF-AP-10002350,2
133,BB-10990,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,OFF-FA-10003112,5
134,BC-11125,CA-2016-123050,2016-04-04,2016-04-08,Second Class,FUR-FU-10000723,2
135,BC-11125,CA-2016-123050,2016-04-04,2016-04-08,Second Class,OFF-ST-10003455,2
136,BC-11125,CA-2016-123050,2016-04-04,2016-04-08,Second Class,TEC-AC-10001109,3
137,AH-10195,CA-2016-112697,2016-12-18,2016-12-20,Second Class,OFF-SU-10000646,5
138,AH-10195,CA-2016-112697,2016-12-18,2016-12-20,Second Class,OFF-AP-10002684,2
139,AH-10195,CA-2016-112697,2016-12-18,2016-12-20,Second Class,OFF-BI-10000778,7
140,AY-10555,CA-2016-139934,2016-12-18,2016-12-20,First Class,TEC-PH-10001552,7
141,RW-19630,CA-2016-142958,2016-12-13,2016-12-20,Standard Class,OFF-BI-10001759,2
142,RW-19630,CA-2016-142958,2016-12-13,2016-12-20,Standard Class,FUR-TA-10000577,4
143,JK-16120,CA-2016-150945,2016-12-18,2016-12-20,Second Class,OFF-ST-10003716,4
144,CC-12670,US-2016-100419,2016-12-16,2016-12-20,Second Class,OFF-BI-10002194,3
158,YC-21895,CA-2016-110499,2016-04-07,2016-04-09,First Class,TEC-CO-10002095,3
159,ES-14080,CA-2016-154998,2016-04-07,2016-04-09,First Class,OFF-PA-10004243,2
160,JH-16180,CA-2016-161907,2016-04-05,2016-04-09,Standard Class,OFF-SU-10000646,4
161,JH-16180,CA-2016-161907,2016-04-05,2016-04-09,Standard Class,TEC-PH-10000141,3
162,EH-14185,CA-2016-167115,2016-04-04,2016-04-09,Standard Class,OFF-BI-10004600,2
163,ZD-21925,CA-2016-167682,2016-04-03,2016-04-09,Standard Class,TEC-PH-10000673,4
164,ZD-21925,CA-2016-167682,2016-04-03,2016-04-09,Standard Class,FUR-FU-10003799,4
165,AB-10105,CA-2016-117121,2016-12-17,2016-12-21,Standard Class,OFF-BI-10000545,13
166,CL-12565,CA-2016-118129,2016-12-19,2016-12-21,Second Class,FUR-FU-10004904,5
167,PN-18775,CA-2016-138597,2016-12-18,2016-12-21,First Class,FUR-CH-10004997,3
168,AH-10120,CA-2016-145261,2016-12-18,2016-12-21,First Class,OFF-LA-10000407,4
169,AH-10120,CA-2016-145261,2016-12-18,2016-12-21,First Class,OFF-AR-10004078,4
170,AH-10120,CA-2016-145261,2016-12-18,2016-12-21,First Class,FUR-TA-10002530,5
171,AH-10120,CA-2016-145261,2016-12-18,2016-12-21,First Class,OFF-BI-10001670,4
172,AH-10120,CA-2016-145261,2016-12-18,2016-12-21,First Class,TEC-AC-10000991,3
173,AH-10120,CA-2016-145261,2016-12-18,2016-12-21,First Class,TEC-PH-10004833,3
174,AH-10120,CA-2016-145261,2016-12-18,2016-12-21,First Class,OFF-PA-10003036,2
175,AH-10075,CA-2016-147109,2016-12-17,2016-12-21,Standard Class,TEC-AC-10002942,3
176,AH-10075,CA-2016-147109,2016-12-17,2016-12-21,Standard Class,OFF-PA-10001972,10
177,CM-12160,CA-2016-155530,2016-12-17,2016-12-21,Standard Class,FUR-TA-10004256,6
178,MP-18175,US-2016-127334,2016-12-15,2016-12-21,Standard Class,OFF-AP-10001205,2
179,MP-18175,US-2016-127334,2016-12-15,2016-12-21,Standard Class,FUR-TA-10003473,3
201,GM-14455,CA-2016-159695,2016-04-05,2016-04-10,Second Class,OFF-ST-10003442,7
202,VM-21685,US-2016-150140,2016-04-06,2016-04-10,Standard Class,TEC-PH-10002555,5
203,JD-16150,CA-2016-147067,2016-12-18,2016-12-22,Standard Class,FUR-FU-10000732,3
204,SC-20680,CA-2016-155383,2016-12-17,2016-12-22,Standard Class,OFF-ST-10001328,3
205,BP-11230,US-2016-116442,2016-12-15,2016-12-22,Standard Class,FUR-FU-10002364,2
243,SF-20200,CA-2016-132899,2016-04-07,2016-04-11,Standard Class,OFF-AR-10002833,2
244,RM-19375,US-2016-106600,2016-04-08,2016-04-11,First Class,FUR-BO-10001608,5
245,PK-19075,CA-2016-118332,2016-12-16,2016-12-23,Standard Class,FUR-CH-10001708,5
246,NS-18640,CA-2016-131639,2016-12-17,2016-12-23,Standard Class,OFF-BI-10001636,2
247,NS-18640,CA-2016-131639,2016-12-17,2016-12-23,Standard Class,OFF-BI-10000948,1
248,HG-14965,CA-2016-145919,2016-12-18,2016-12-23,Standard Class,OFF-SU-10003505,5
249,HG-14965,CA-2016-145919,2016-12-18,2016-12-23,Standard Class,FUR-FU-10004960,8
250,HG-14965,CA-2016-145919,2016-12-18,2016-12-23,Standard Class,OFF-PA-10003072,6
251,TN-21040,CA-2016-155446,2016-12-16,2016-12-23,Standard Class,TEC-AC-10001445,7
252,MC-17575,US-2016-157840,2016-12-20,2016-12-23,Second Class,OFF-PA-10003673,5
281,AS-10240,CA-2016-114405,2016-04-07,2016-04-12,Standard Class,OFF-AP-10003278,3
282,AS-10240,CA-2016-114405,2016-04-07,2016-04-12,Standard Class,OFF-ST-10001627,3
283,Dl-13600,CA-2016-120530,2016-04-07,2016-04-12,Standard Class,FUR-CH-10000454,3
284,LC-17140,CA-2016-130477,2016-04-08,2016-04-12,Standard Class,OFF-PA-10002947,3
285,LC-17140,CA-2016-130477,2016-04-08,2016-04-12,Standard Class,OFF-ST-10002583,2
286,LC-17140,CA-2016-130477,2016-04-08,2016-04-12,Standard Class,OFF-PA-10000019,2
287,ZC-21910,CA-2016-130946,2016-04-08,2016-04-12,Standard Class,OFF-BI-10004995,4
288,ZC-21910,CA-2016-130946,2016-04-08,2016-04-12,Standard Class,TEC-AC-10001990,9
289,ZC-21910,CA-2016-130946,2016-04-08,2016-04-12,Standard Class,FUR-CH-10004540,4
290,JR-16210,US-2016-114622,2016-04-10,2016-04-12,First Class,OFF-BI-10004716,2
291,GK-14620,CA-2016-101546,2016-12-18,2016-12-24,Standard Class,OFF-BI-10001359,2
292,BP-11050,CA-2016-108364,2016-12-19,2016-12-24,Standard Class,OFF-BI-10002012,5
293,BP-11185,CA-2016-115574,2016-12-23,2016-12-24,First Class,FUR-BO-10003441,2
294,JE-15475,CA-2016-133795,2016-12-18,2016-12-24,Standard Class,TEC-AC-10003832,3
295,JE-15475,CA-2016-133795,2016-12-18,2016-12-24,Standard Class,FUR-FU-10003731,4
296,JE-15475,CA-2016-133795,2016-12-18,2016-12-24,Standard Class,TEC-AC-10001465,2
297,MH-17440,CA-2016-141523,2016-12-19,2016-12-24,Second Class,OFF-BI-10000948,3
298,MH-17440,CA-2016-141523,2016-12-19,2016-12-24,Second Class,OFF-AR-10001545,2
299,ED-13885,CA-2016-149916,2016-12-22,2016-12-24,Second Class,TEC-MA-10000752,1
300,ED-13885,CA-2016-149916,2016-12-22,2016-12-24,Second Class,OFF-BI-10004002,4
301,AB-10255,CA-2016-151155,2016-12-20,2016-12-24,Standard Class,OFF-BI-10003910,2
302,AB-10255,CA-2016-151155,2016-12-20,2016-12-24,Standard Class,FUR-FU-10001918,4
303,SC-20800,CA-2016-168536,2016-12-20,2016-12-24,Standard Class,TEC-AC-10002323,3
355,EB-13750,CA-2016-126809,2016-04-09,2016-04-13,Standard Class,OFF-BI-10003712,9
356,JL-15505,CA-2016-138520,2016-04-08,2016-04-13,Standard Class,OFF-AR-10002399,4
357,JL-15505,CA-2016-138520,2016-04-08,2016-04-13,Standard Class,OFF-EN-10001137,2
358,JL-15505,CA-2016-138520,2016-04-08,2016-04-13,Standard Class,FUR-BO-10002268,6
359,JL-15505,CA-2016-138520,2016-04-08,2016-04-13,Standard Class,OFF-PA-10002713,5
360,BV-11245,CA-2016-123526,2016-12-24,2016-12-25,First Class,OFF-PA-10002986,5
361,ES-14080,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,FUR-TA-10001086,6
362,ES-14080,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,OFF-BI-10002103,2
363,ES-14080,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,OFF-BI-10000174,6
364,LC-17140,CA-2016-137043,2016-12-23,2016-12-25,Second Class,FUR-FU-10003664,3
365,LC-17140,CA-2016-137043,2016-12-23,2016-12-25,Second Class,FUR-FU-10003664,6
401,EH-14125,CA-2016-104969,2016-04-08,2016-04-14,Standard Class,OFF-BI-10004224,6
402,EH-14125,CA-2016-104969,2016-04-08,2016-04-14,Standard Class,OFF-EN-10002312,1
403,KT-16465,CA-2016-112669,2016-04-14,2016-04-14,Same Day,FUR-CH-10004086,4
404,KT-16465,CA-2016-112669,2016-04-14,2016-04-14,Same Day,OFF-ST-10001228,4
405,HF-14995,CA-2016-117681,2016-04-09,2016-04-14,Standard Class,FUR-BO-10001798,5
406,CK-12595,CA-2016-124233,2016-04-08,2016-04-14,Standard Class,FUR-FU-10002597,5
407,SW-20350,CA-2016-128517,2016-04-09,2016-04-14,Second Class,OFF-BI-10000831,2
408,SW-20350,CA-2016-128517,2016-04-09,2016-04-14,Second Class,TEC-PH-10002555,2
409,PG-18820,CA-2016-150000,2016-04-08,2016-04-14,Standard Class,OFF-EN-10002973,4
410,JF-15295,CA-2016-163594,2016-04-12,2016-04-14,First Class,FUR-CH-10000225,3
411,JF-15295,CA-2016-163594,2016-04-12,2016-04-14,First Class,OFF-BI-10003707,3
412,JF-15295,CA-2016-163594,2016-04-12,2016-04-14,First Class,OFF-PA-10000809,3
413,LC-16885,CA-2016-103359,2016-12-22,2016-12-26,Standard Class,OFF-BI-10004233,2
414,LA-16780,CA-2016-132829,2016-12-23,2016-12-26,Second Class,OFF-LA-10002945,9
415,LA-16780,CA-2016-132829,2016-12-23,2016-12-26,Second Class,TEC-PH-10004345,3
416,LA-16780,CA-2016-132829,2016-12-23,2016-12-26,Second Class,TEC-PH-10004539,3
417,LA-16780,CA-2016-132829,2016-12-23,2016-12-26,Second Class,TEC-PH-10004912,3
418,LA-16780,CA-2016-132829,2016-12-23,2016-12-26,Second Class,FUR-FU-10000206,2
454,QJ-19255,CA-2016-109652,2016-04-10,2016-04-15,Standard Class,OFF-AR-10000034,4
455,CK-12325,CA-2016-134789,2016-04-08,2016-04-15,Standard Class,OFF-PA-10001934,4
456,CK-12325,CA-2016-134789,2016-04-08,2016-04-15,Standard Class,OFF-FA-10002280,6
457,CK-12325,CA-2016-134789,2016-04-08,2016-04-15,Standard Class,FUR-FU-10003268,4
458,SP-20920,CA-2016-152800,2016-04-13,2016-04-15,First Class,OFF-EN-10001509,3
459,RC-19825,CA-2016-114538,2016-12-26,2016-12-27,First Class,OFF-AR-10002445,2
460,PW-19030,CA-2016-140438,2016-12-24,2016-12-27,Second Class,TEC-PH-10001750,3
489,BD-11605,CA-2016-112102,2016-04-12,2016-04-16,Standard Class,FUR-TA-10004086,4
490,BD-11605,CA-2016-112102,2016-04-12,2016-04-16,Standard Class,OFF-EN-10002500,5
491,BD-11605,CA-2016-112102,2016-04-12,2016-04-16,Standard Class,OFF-PA-10000100,1
492,FM-14215,CA-2016-124814,2016-04-10,2016-04-16,Standard Class,OFF-BI-10000174,5
493,FM-14215,CA-2016-124814,2016-04-10,2016-04-16,Standard Class,OFF-PA-10002787,2
494,BP-11290,CA-2016-142398,2016-04-12,2016-04-16,Standard Class,OFF-BI-10004826,1
495,BP-11290,CA-2016-142398,2016-04-12,2016-04-16,Standard Class,FUR-CH-10001545,7
496,BD-11620,CA-2016-111941,2016-12-25,2016-12-28,Second Class,OFF-BI-10001524,2
497,DN-13690,CA-2016-114860,2016-12-22,2016-12-28,Standard Class,FUR-FU-10000277,8
498,DN-13690,CA-2016-114860,2016-12-22,2016-12-28,Standard Class,FUR-FU-10001934,2
499,FM-14290,CA-2016-114867,2016-12-23,2016-12-28,Standard Class,TEC-PH-10002645,5
500,FM-14290,CA-2016-114867,2016-12-23,2016-12-28,Standard Class,OFF-PA-10000477,2
501,NM-18520,CA-2016-136049,2016-12-23,2016-12-28,Standard Class,OFF-BI-10001267,3
502,JM-15535,CA-2016-157259,2016-12-24,2016-12-28,Standard Class,FUR-FU-10003192,9
503,CA-11965,CA-2016-157791,2016-12-23,2016-12-28,Second Class,TEC-CO-10002095,4
504,SA-20830,CA-2016-167507,2016-12-22,2016-12-28,Standard Class,FUR-FU-10001935,4
505,SA-20830,CA-2016-167507,2016-12-22,2016-12-28,Standard Class,OFF-BI-10003694,10
506,SA-20830,CA-2016-167507,2016-12-22,2016-12-28,Standard Class,FUR-FU-10002878,1
507,GK-14620,US-2016-116729,2016-12-25,2016-12-28,First Class,OFF-PA-10002005,7
508,GK-14620,US-2016-116729,2016-12-25,2016-12-28,First Class,TEC-PH-10002200,7
509,GK-14620,US-2016-116729,2016-12-25,2016-12-28,First Class,TEC-AC-10001465,7
510,RB-19795,US-2016-168620,2016-12-24,2016-12-28,Second Class,TEC-AC-10004469,8
511,RB-19795,US-2016-168620,2016-12-24,2016-12-28,Second Class,OFF-ST-10003716,3
512,RB-19795,US-2016-168620,2016-12-24,2016-12-28,Second Class,OFF-BI-10001575,3
544,JK-16120,CA-2016-117849,2016-04-15,2016-04-17,Second Class,OFF-PA-10004327,3
545,BT-11680,CA-2016-123358,2016-04-10,2016-04-17,Standard Class,OFF-ST-10000636,9
546,BT-11680,CA-2016-123358,2016-04-10,2016-04-17,Standard Class,OFF-AP-10004980,3
547,BT-11680,CA-2016-123358,2016-04-10,2016-04-17,Standard Class,OFF-BI-10000069,4
548,BT-11680,CA-2016-123358,2016-04-10,2016-04-17,Standard Class,OFF-ST-10001932,3
549,TB-21175,CA-2016-124254,2016-04-12,2016-04-17,Standard Class,OFF-ST-10000060,1
550,TB-21175,CA-2016-124254,2016-04-12,2016-04-17,Standard Class,OFF-PA-10000807,3
551,TB-21175,CA-2016-124254,2016-04-12,2016-04-17,Standard Class,OFF-ST-10001469,3
552,BD-11320,CA-2016-136406,2016-04-15,2016-04-17,Second Class,FUR-CH-10002024,2
553,JM-15580,CA-2016-166625,2016-04-14,2016-04-17,First Class,OFF-BI-10002414,2
554,TS-21655,CA-2016-148684,2016-12-25,2016-12-29,Standard Class,TEC-AC-10001838,2
555,TS-21655,CA-2016-148684,2016-12-25,2016-12-29,Standard Class,OFF-AR-10003811,9
556,TS-21655,CA-2016-148684,2016-12-25,2016-12-29,Standard Class,OFF-PA-10003302,3
557,TS-21655,CA-2016-148684,2016-12-25,2016-12-29,Standard Class,FUR-FU-10003553,5
558,MC-17590,CA-2016-157868,2016-12-23,2016-12-29,Standard Class,OFF-FA-10000992,7
593,BM-11785,CA-2016-105473,2016-04-16,2016-04-18,Second Class,OFF-SU-10003567,3
594,PB-19150,CA-2016-148796,2016-04-14,2016-04-18,Standard Class,FUR-CH-10004886,5
595,SC-20305,CA-2016-101651,2016-12-24,2016-12-30,Standard Class,FUR-FU-10000771,7
596,SC-20305,CA-2016-101651,2016-12-24,2016-12-30,Standard Class,OFF-EN-10001990,7
597,RD-19810,CA-2016-102596,2016-12-27,2016-12-30,First Class,OFF-FA-10000621,6
598,JE-15715,CA-2016-105081,2016-12-25,2016-12-30,Standard Class,FUR-CH-10000847,3
599,JE-15715,CA-2016-105081,2016-12-25,2016-12-30,Standard Class,FUR-TA-10001307,5
600,DB-12970,CA-2016-110975,2016-12-25,2016-12-30,Standard Class,FUR-CH-10003746,3
601,DB-12970,CA-2016-110975,2016-12-25,2016-12-30,Standard Class,FUR-TA-10002958,2
602,AJ-10795,CA-2016-123015,2016-12-26,2016-12-30,Standard Class,OFF-BI-10004967,3
603,KA-16525,CA-2016-124051,2016-12-29,2016-12-30,First Class,OFF-PA-10001289,6
604,EH-13765,CA-2016-135776,2016-12-23,2016-12-30,Standard Class,OFF-PA-10001295,2
605,EH-13765,CA-2016-135776,2016-12-23,2016-12-30,Standard Class,OFF-EN-10004773,2
606,EH-13765,CA-2016-135776,2016-12-23,2016-12-30,Standard Class,OFF-AR-10001246,3
607,EH-13765,CA-2016-135776,2016-12-23,2016-12-30,Standard Class,OFF-ST-10002743,2
608,EH-13765,CA-2016-135776,2016-12-23,2016-12-30,Standard Class,OFF-AR-10001231,2
609,EH-13765,CA-2016-135776,2016-12-23,2016-12-30,Standard Class,OFF-ST-10003470,4
610,EH-13765,CA-2016-135776,2016-12-23,2016-12-30,Standard Class,OFF-PA-10004327,1
611,MW-18220,CA-2016-138667,2016-12-27,2016-12-30,Second Class,TEC-AC-10003063,2
612,JP-16135,US-2016-111528,2016-12-30,2016-12-30,Same Day,OFF-ST-10001526,4
613,JP-16135,US-2016-111528,2016-12-30,2016-12-30,Same Day,OFF-BI-10002194,1
614,FP-14320,US-2016-153129,2016-12-26,2016-12-30,Standard Class,OFF-PA-10003673,5
641,TB-21400,CA-2016-164735,2016-04-14,2016-04-19,Second Class,OFF-ST-10001558,5
642,MY-18295,US-2016-132423,2016-04-15,2016-04-19,Standard Class,OFF-AR-10001221,7
643,MY-18295,US-2016-132423,2016-04-15,2016-04-19,Standard Class,OFF-FA-10002988,5
644,MC-18130,CA-2016-129868,2016-12-26,2016-12-31,Standard Class,OFF-AR-10001897,3
645,MC-18130,CA-2016-129868,2016-12-26,2016-12-31,Standard Class,OFF-SU-10000952,2
646,MC-18130,CA-2016-129868,2016-12-26,2016-12-31,Standard Class,FUR-TA-10003473,3
647,MC-18130,CA-2016-129868,2016-12-26,2016-12-31,Standard Class,OFF-AP-10004052,2
648,MC-18130,CA-2016-129868,2016-12-26,2016-12-31,Standard Class,TEC-PH-10002275,2
649,MC-18130,CA-2016-129868,2016-12-26,2016-12-31,Standard Class,FUR-CH-10003535,3
650,AR-10510,CA-2016-147536,2016-12-26,2016-12-31,Standard Class,TEC-AC-10003280,3
651,KL-16645,CA-2016-157742,2016-12-29,2016-12-31,Second Class,OFF-EN-10002592,3
652,JE-15715,CA-2016-169670,2016-12-25,2016-12-31,Standard Class,FUR-CH-10002331,8
653,EM-14140,US-2016-131058,2016-12-27,2016-12-31,Standard Class,OFF-LA-10001613,7
654,MH-17290,US-2016-135209,2016-12-29,2016-12-31,Second Class,OFF-PA-10002986,7
655,MH-17290,US-2016-135209,2016-12-29,2016-12-31,Second Class,OFF-PA-10000143,6
656,BG-11695,US-2016-162852,2016-12-27,2016-12-31,Standard Class,FUR-CH-10004853,8
704,BS-11365,US-2016-107440,2016-04-16,2016-04-20,Standard Class,FUR-FU-10000550,2
705,BS-11365,US-2016-107440,2016-04-16,2016-04-20,Standard Class,OFF-BI-10002432,5
706,BS-11365,US-2016-107440,2016-04-16,2016-04-20,Standard Class,TEC-MA-10001047,7
707,SS-20140,CA-2016-101168,2016-12-25,2017-01-01,Standard Class,FUR-FU-10003142,4
708,BD-11605,CA-2016-105746,2016-12-30,2017-01-01,First Class,FUR-CH-10000454,1
709,LW-16825,CA-2016-109827,2016-12-25,2017-01-01,Standard Class,TEC-AC-10004353,2
710,LW-16825,CA-2016-109827,2016-12-25,2017-01-01,Standard Class,TEC-MA-10003356,2
711,LW-16825,CA-2016-109827,2016-12-25,2017-01-01,Standard Class,TEC-AC-10002217,3
712,LW-16825,CA-2016-109827,2016-12-25,2017-01-01,Standard Class,FUR-CH-10004754,2
713,LW-16825,CA-2016-109827,2016-12-25,2017-01-01,Standard Class,FUR-TA-10002607,1
714,KD-16495,CA-2016-117226,2016-12-30,2017-01-01,First Class,OFF-BI-10004654,6
749,JM-15535,CA-2016-108735,2016-04-17,2016-04-21,Standard Class,FUR-BO-10003441,3
750,BT-11680,CA-2016-146423,2016-04-21,2016-04-21,Same Day,OFF-PA-10003797,8
751,BT-11680,CA-2016-146423,2016-04-21,2016-04-21,Same Day,OFF-AR-10004817,3
752,BF-11170,CA-2016-149111,2016-04-17,2016-04-21,Second Class,TEC-PH-10003092,1
753,BF-11170,CA-2016-149111,2016-04-17,2016-04-21,Second Class,FUR-FU-10000206,8
754,RB-19795,US-2016-123750,2016-04-15,2016-04-21,Standard Class,OFF-ST-10000617,2
755,RB-19795,US-2016-123750,2016-04-15,2016-04-21,Standard Class,OFF-BI-10004584,2
756,RB-19795,US-2016-123750,2016-04-15,2016-04-21,Standard Class,TEC-AC-10004659,5
757,RB-19795,US-2016-123750,2016-04-15,2016-04-21,Standard Class,TEC-AC-10004659,7
758,SW-20350,US-2016-133508,2016-04-17,2016-04-21,Standard Class,OFF-FA-10000134,5
759,JW-15955,CA-2016-111605,2016-12-27,2017-01-02,Standard Class,OFF-LA-10002368,1
760,FO-14305,CA-2016-112578,2016-12-29,2017-01-02,Standard Class,OFF-SU-10002557,2
761,FO-14305,CA-2016-112578,2016-12-29,2017-01-02,Standard Class,OFF-ST-10003722,1
762,CD-11920,CA-2016-122017,2016-12-29,2017-01-02,Standard Class,FUR-FU-10000672,6
763,CD-11920,CA-2016-122017,2016-12-29,2017-01-02,Standard Class,OFF-AP-10001293,2
764,SH-19975,CA-2016-151512,2016-12-26,2017-01-02,Standard Class,OFF-AP-10000252,2
765,BB-11545,CA-2016-155166,2016-12-26,2017-01-02,Standard Class,FUR-CH-10003968,3
766,BB-11545,CA-2016-155166,2016-12-26,2017-01-02,Standard Class,OFF-AP-10002765,1
767,TB-21595,CA-2016-156300,2016-12-29,2017-01-02,Standard Class,FUR-CH-10001714,5
768,MT-17815,CA-2016-162726,2016-12-27,2017-01-02,Standard Class,OFF-PA-10004041,4
769,MT-17815,CA-2016-162726,2016-12-27,2017-01-02,Standard Class,OFF-PA-10001972,2
770,CJ-11875,CA-2016-163951,2016-12-30,2017-01-02,First Class,OFF-AR-10004269,5
772,PF-19225,US-2016-163258,2016-12-29,2017-01-02,Standard Class,OFF-BI-10000138,3
773,DB-13660,US-2017-105830,2016-12-31,2017-01-02,First Class,OFF-ST-10002554,4
827,RF-19840,CA-2016-139381,2016-04-18,2016-04-22,Standard Class,OFF-AP-10001271,4
828,RF-19840,CA-2016-139381,2016-04-18,2016-04-22,Standard Class,TEC-PH-10004924,4
829,PK-19075,CA-2016-166282,2016-04-16,2016-04-22,Standard Class,TEC-AC-10004209,4
830,PK-19075,CA-2016-166282,2016-04-16,2016-04-22,Standard Class,OFF-PA-10003022,7
831,CS-12175,US-2016-159415,2016-04-17,2016-04-22,Standard Class,FUR-FU-10003798,5
832,MP-17965,CA-2016-139689,2016-12-29,2017-01-03,Standard Class,OFF-BI-10000145,3
833,MP-17965,CA-2016-139689,2016-12-29,2017-01-03,Standard Class,OFF-BI-10004781,4
860,TH-21115,CA-2016-125087,2016-04-18,2016-04-23,Standard Class,FUR-FU-10004748,5
861,TH-21115,CA-2016-125087,2016-04-18,2016-04-23,Standard Class,FUR-CH-10002880,4
862,TH-21115,CA-2016-125087,2016-04-18,2016-04-23,Standard Class,OFF-ST-10001780,3
863,CS-12490,CA-2016-144785,2016-04-18,2016-04-23,Standard Class,OFF-AR-10001573,3
864,CS-12490,CA-2016-144785,2016-04-18,2016-04-23,Standard Class,OFF-SU-10004290,1
